   0,0.998
10.5,1.050
15.5,1.075
20.4,1.100
22.3,1.110
24.3,1.120
26.2,1.130
28.2,1.140
30.1,1.150
32.1,1.160
34.2,1.170
36.2,1.180
38.3,1.190
40.4,1.200
